gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts,line
20140116NYKIND,0021300578,NYK,IND,IND,total, ,240,43,86,10,23,21,23, ,7,36,43,26,19,3,5,6,6,117,-500
20140116BKNATL,0021300579,BKN,ATL,BKN,total, ,240,53,91,16,27,5,7, ,12,28,40,38,21,7,17,4,7,127,100
20140116BKNATL,0021300579,BKN,ATL,ATL,total, ,240,40,81,8,25,22,22, ,7,21,28,26,12,10,15,7,4,110,-120
20140116OKCHOU,0021300580,OKC,HOU,OKC,total, ,240,38,82,6,25,22,25, ,10,37,47,18,26,11,15,8,5,104,120
20140116OKCHOU,0021300580,OKC,HOU,HOU,total, ,240,33,82,12,34,14,21, ,10,32,42,20,20,4,17,5,8,92,-140
20140117LACNYK,0021300581,LAC,NYK,LAC,total, ,240,33,78,8,30,35,42, ,8,36,44,17,27,9,11,4,1,109,-185
20140117LACNYK,0021300581,LAC,NYK,NYK,total, ,240,29,83,7,23,30,36, ,20,35,55,20,32,2,18,1,4,95,165
20140117CHAORL,0021300582,CHA,ORL,CHA,total, ,240,39,74,7,15,26,35, ,4,32,36,25,15,6,12,6,6,111,-125
20140117CHAORL,0021300582,CHA,ORL,ORL,total, ,240,38,82,10,25,15,21, ,6,32,38,25,22,5,14,6,6,101,105
20140117MIAPHI,0021300583,MIA,PHI,MIA,total, ,240,38,80,8,23,17,20, ,12,26,38,30,25,13,17,12,4,101,-700
20140117MIAPHI,0021300583,MIA,PHI,PHI,total, ,240,31,84,2,20,22,37, ,19,26,45,16,18,11,23,4,12,86,500
20140117MINTOR,0021300584,MIN,TOR,MIN,total, ,240,36,82,3,18,14,20, ,12,32,44,16,21,4,10,3,2,89,-110
20140117MINTOR,0021300584,MIN,TOR,TOR,total, ,240,34,78,11,24,15,20, ,12,31,43,26,21,6,11,2,3,94,-110
20140117CHIWAS,0021300585,CHI,WAS,CHI,total, ,240,35,76,9,24,14,16, ,7,27,34,24,15,8,15,5,8,93,170
20140117CHIWAS,0021300585,CHI,WAS,WAS,total, ,240,40,79,6,11,10,13, ,8,28,36,27,17,9,16,8,5,96,-200
20140117LALBOS,0021300586,LAL,BOS,LAL,total, ,240,37,74,12,20,21,28, ,8,38,46,27,13,3,19,4,6,107,250
20140117LALBOS,0021300586,LAL,BOS,BOS,total, ,240,44,99,7,23,9,11, ,13,29,42,34,19,12,7,6,4,104,-300
20140117UTADET,0021300587,UTA,DET,UTA,total, ,240,43,79,9,22,15,19, ,10,33,43,27,22,7,18,5,3,110,250
20140117UTADET,0021300587,UTA,DET,DET,total, ,240,32,74,4,16,21,31, ,8,24,32,15,19,5,15,3,5,89,-300
20140117SACMEM,0021300588,SAC,MEM,SAC,total, ,240,33,81,5,11,19,23, ,10,33,43,17,16,4,14,2,13,90,190
20140117SACMEM,0021300588,SAC,MEM,MEM,total, ,240,36,78,6,17,13,18, ,4,33,37,18,23,8,10,13,2,91,-230
20140117PORSAS,0021300589,POR,SAS,POR,total, ,240,41,86,8,16,19,20, ,8,39,47,21,23,3,11,4,3,109,200
20140117PORSAS,0021300589,POR,SAS,SAS,total, ,240,38,84,8,20,16,20, ,7,34,41,21,17,7,12,3,4,100,-240
20140117CLEDEN,0021300590,CLE,DEN,CLE,total, ,240,42,88,5,16,28,35, ,16,33,49,21,19,8,11,6,9,117,250
20140117CLEDEN,0021300590,CLE,DEN,DEN,total, ,240,40,92,14,37,15,19, ,13,28,41,28,28,6,13,9,6,109,-300
20140117DALPHX,0021300591,DAL,PHX,DAL,total, ,240,44,83,9,24,13,19, ,7,37,44,22,21,8,16,4,1,110,-125
20140117DALPHX,0021300591,DAL,PHX,PHX,total, ,240,42,93,7,22,16,21, ,17,30,47,19,17,7,13,1,4,107,105
20140117GSWOKC,0021300592,GSW,OKC,GSW,total, ,240,43,82,16,27,19,34, ,12,21,33,22,29,10,17,1,4,121,-125
20140117GSWOKC,0021300592,GSW,OKC,OKC,total, ,240,47,81,9,22,24,33, ,12,29,41,23,26,13,17,4,1,127,105
20140118MIACHA,0021300593,MIA,CHA,MIA,total, ,265,39,79,7,21,19,29, ,8,35,43,16,23,5,12,5,6,104,-300
20140118MIACHA,0021300593,MIA,CHA,CHA,total, ,265,36,75,7,17,17,23, ,4,30,34,31,23,6,13,6,5,96,250
20140118LACIND,0021300594,LAC,IND,LAC,total, ,240,33,83,5,20,21,24, ,9,30,39,17,18,3,12,4,8,92,400
20140118LACIND,0021300594,LAC,IND,IND,total, ,240,38,83,9,19,21,22, ,13,35,48,17,25,5,12,8,4,106,-500
20140118DETWAS,0021300595,DET,WAS,DET,total, ,240,40,81,6,21,18,31, ,11,33,44,17,24,9,14,3,1,104,210
20140118DETWAS,0021300595,DET,WAS,WAS,total, ,240,37,76,8,21,16,29, ,6,29,35,22,26,7,19,1,3,98,-250
20140118PHICHI,0021300596,PHI,CHI,PHI,total, ,240,34,97,2,19,8,12, ,16,26,42,17,20,9,17,5,10,78,330
20140118PHICHI,0021300596,PHI,CHI,CHI,total, ,240,40,82,6,20,17,20, ,11,41,52,27,15,10,16,10,5,103,-400
20140118MILHOU,0021300597,MIL,HOU,MIL,total, ,240,40,80,11,23,13,21, ,11,29,40,23,24,6,19,9,4,104,1100
20140118MILHOU,0021300597,MIL,HOU,HOU,total, ,240,41,85,7,27,25,37, ,13,33,46,20,19,11,11,4,9,114,-1600
20140118UTAMIN,0021300598,UTA,MIN,UTA,total, ,240,21,73,7,25,23,29, ,7,35,42,12,25,10,16,9,4,72,450
20140118UTAMIN,0021300598,UTA,MIN,MIN,total, ,240,36,83,6,17,20,34, ,14,46,60,25,24,10,15,4,9,98,-600
20140118GSWNOP,0021300599,GSW,NOP,GSW,total, ,240,37,84,6,22,17,19, ,10,33,43,17,20,7,8,11,5,97,-200
20140118GSWNOP,0021300599,GSW,NOP,NOP,total, ,240,32,83,2,11,21,28, ,15,32,47,18,17,4,13,5,11,87,170
20140118PORDAL,0021300600,POR,DAL,POR,total, ,240,46,90,9,26,26,28, ,14,41,55,26,20,6,15,4,3,127,-130
20140118PORDAL,0021300600,POR,DAL,DAL,total, ,240,42,90,7,18,20,25, ,4,26,30,15,23,5,8,3,4,111,110
20140119LALTOR,0021300601,LAL,TOR,LAL,total, ,240,37,80,12,22,26,28, ,6,25,31,20,13,6,9,2,4,112,400
20140119LALTOR,0021300601,LAL,TOR,TOR,total, ,240,44,90,9,30,9,11, ,13,34,47,30,21,6,13,4,2,106,-500
20140119BOSORL,0021300602,BOS,ORL,BOS,total, ,240,33,90,3,13,22,24, ,15,31,46,16,25,7,10,5,5,91,-150
20140119BOSORL,0021300602,BOS,ORL,ORL,total, ,240,30,71,4,15,29,36, ,11,38,49,20,18,6,17,5,5,93,130
20140119SACOKC,0021300603,SAC,OKC,SAC,total, ,240,33,77,5,17,22,28, ,14,30,44,17,22,7,20,6,4,93,320
20140119SACOKC,0021300603,SAC,OKC,OKC,total, ,240,39,86,9,21,21,30, ,17,28,45,23,24,13,16,4,6,108,-400
20140119MILSAS,0021300604,MIL,SAS,MIL,total, ,240,33,88,6,21,10,17, ,10,27,37,19,18,10,8,6,8,82,1500
20140119MILSAS,0021300604,MIL,SAS,SAS,total, ,240,43,76,11,18,13,21, ,7,48,55,28,16,6,15,8,6,110,-3000
20140119DENPHX,0021300605,DEN,PHX,DEN,total, ,240,36,82,9,28,22,30, ,10,32,42,18,23,5,10,0,5,103,105
20140119DENPHX,0021300605,DEN,PHX,PHX,total, ,240,46,91,8,19,17,26, ,14,34,48,23,20,6,10,5,0,117,-125
20140120DALCLE,0021300606,DAL,CLE,DAL,total, ,240,38,83,4,20,22,28, ,8,31,39,22,25,7,8,3,1,102,-120
20140120DALCLE,0021300606,DAL,CLE,CLE,total, ,240,33,81,5,23,26,33, ,14,32,46,21,24,5,13,1,3,97,100
20140120LACDET,0021300607,LAC,DET,LAC,total, ,240,40,72,9,21,23,37, ,15,29,44,27,19,7,18,7,4,112,-165
20140120LACDET,0021300607,LAC,DET,DET,total, ,240,40,79,2,14,21,29, ,8,22,30,17,28,10,12,4,7,103,145
20140120TORCHA,0021300608,TOR,CHA,TOR,total, ,240,39,95,10,29,7,10, ,17,34,51,19,24,8,12,3,5,95,-180
20140120TORCHA,0021300608,TOR,CHA,CHA,total, ,240,32,65,9,16,27,33, ,2,38,40,28,9,6,13,5,3,100,160
20140120PHIWAS,0021300609,PHI,WAS,PHI,total, ,240,37,88,4,18,21,31, ,8,36,44,15,25,8,13,3,12,99,450
20140120PHIWAS,0021300609,PHI,WAS,WAS,total, ,240,37,84,5,18,28,35, ,10,43,53,25,28,5,16,12,3,107,-600
20140120BKNNYK,0021300610,BKN,NYK,BKN,total, ,240,37,75,14,38,15,20, ,8,37,45,25,27,11,14,4,3,103,105
20140120BKNNYK,0021300610,BKN,NYK,NYK,total, ,240,24,71,8,25,24,37, ,14,31,45,13,17,4,16,3,4,80,-125
20140120NOPMEM,0021300611,NOP,MEM,NOP,total, ,240,35,77,5,9,20,23, ,9,25,34,21,22,10,10,8,5,95,290
20140120NOPMEM,0021300611,NOP,MEM,MEM,total, ,240,31,74,7,19,23,28, ,14,30,44,16,20,2,17,5,8,92,-350
20140120MIAATL,0021300612,MIA,ATL,MIA,total, ,240,38,78,15,33,23,28, ,8,29,37,28,26,9,17,2,1,114,-210
20140120MIAATL,0021300612,MIA,ATL,ATL,total, ,240,42,81,12,31,25,27, ,7,31,38,33,26,8,13,1,2,121,175
20140120LALCHI,0021300613,LAL,CHI,LAL,total, ,265,35,83,8,25,22,26, ,9,38,47,22,20,11,21,9,5,100,370
20140120LALCHI,0021300613,LAL,CHI,CHI,total, ,265,39,102,7,21,17,24, ,19,36,55,26,18,13,15,5,9,102,-470
20140120PORHOU,0021300614,POR,HOU,POR,total, ,240,44,97,8,25,17,22, ,14,23,37,21,23,12,11,3,3,113,115
20140120PORHOU,0021300614,POR,HOU,HOU,total, ,240,45,86,16,33,20,24, ,17,35,52,27,18,5,18,3,3,126,-135
20140120INDGSW,0021300615,IND,GSW,IND,total, ,240,41,91,8,19,12,15, ,17,35,52,19,19,7,14,5,2,102,105
20140120INDGSW,0021300615,IND,GSW,GSW,total, ,240,35,86,10,30,14,20, ,13,32,45,21,22,7,15,2,5,94,-125
20140121ORLBKN,0021300616,ORL,BKN,ORL,total, ,240,33,72,7,19,17,23, ,6,31,37,23,14,5,13,2,5,90,400
20140121ORLBKN,0021300616,ORL,BKN,BKN,total, ,240,40,81,10,28,11,13, ,6,30,36,29,16,9,8,5,2,101,-500
20140121BOSMIA,0021300617,BOS,MIA,BOS,total, ,240,33,84,5,27,15,18, ,17,29,46,17,19,8,16,3,5,86,425
20140121BOSMIA,0021300617,BOS,MIA,MIA,total, ,240,38,74,5,20,12,16, ,7,26,33,22,18,7,14,5,3,93,-550
20140121SACNOP,0021300618,SAC,NOP,SAC,total, ,240,42,82,9,21,21,31, ,15,31,46,25,25,7,12,10,7,114,-125
20140121SACNOP,0021300618,SAC,NOP,NOP,total, ,240,33,69,5,11,26,38, ,9,26,35,18,28,8,14,7,10,97,105
20140121POROKC,0021300619,POR,OKC,POR,total, ,240,40,86,7,19,10,16, ,13,32,45,23,12,4,9,5,8,97,220
20140121POROKC,0021300619,POR,OKC,OKC,total, ,240,42,87,10,15,11,17, ,15,30,45,16,14,3,7,8,5,105,-260
20140121MINUTA,0021300620,MIN,UTA,MIN,total, ,240,41,90,8,21,22,24, ,8,34,42,31,19,8,8,2,6,112,-200
20140121MINUTA,0021300620,MIN,UTA,UTA,total, ,240,41,87,5,17,10,12, ,7,34,41,22,23,5,13,6,2,97,170
20140122LACCHA,0021300621,LAC,CHA,LAC,total, ,240,39,90,6,26,7,9, ,10,33,43,24,19,5,13,4,6,91,-240
20140122LACCHA,0021300621,LAC,CHA,CHA,total, ,240,39,84,5,15,12,20, ,7,34,41,22,17,6,10,6,4,95,200
20140122CHICLE,0021300622,CHI,CLE,CHI,total, ,240,37,70,10,21,14,18, ,7,36,43,24,19,5,10,8,2,98,170
20140122CHICLE,0021300622,CHI,CLE,CLE,total, ,240,33,88,8,19,13,18, ,19,22,41,23,18,7,9,2,8,87,-200
20140122ATLORL,0021300623,ATL,ORL,ATL,total, ,240,41,83,9,25,21,24, ,8,34,42,26,13,11,17,7,1,112,-230
20140122ATLORL,0021300623,ATL,ORL,ORL,total, ,240,41,83,6,12,21,24, ,6,27,33,24,23,7,14,1,7,109,190
20140122DALTOR,0021300624,DAL,TOR,DAL,total, ,240,34,73,7,20,10,14, ,7,26,33,22,24,5,21,1,1,85,130
20140122DALTOR,0021300624,DAL,TOR,TOR,total, ,240,32,76,7,23,22,32, ,9,31,40,20,19,11,13,1,1,93,-150
20140122BOSWAS,0021300625,BOS,WAS,BOS,total, ,265,41,89,15,34,16,23, ,5,37,42,21,22,15,18,8,4,113,400
20140122BOSWAS,0021300625,BOS,WAS,WAS,total, ,265,42,94,7,22,20,27, ,12,38,50,23,23,10,18,4,8,111,-500
20140122PHINYK,0021300626,PHI,NYK,PHI,total, ,240,42,88,9,14,17,24, ,17,37,54,28,24,8,14,4,12,110,320
20140122PHINYK,0021300626,PHI,NYK,NYK,total, ,240,37,82,15,33,17,24, ,8,31,39,24,24,7,13,12,4,106,-380
20140122SACHOU,0021300627,SAC,HOU,SAC,total, ,240,34,86,12,30,18,30, ,11,31,42,19,26,5,13,6,9,98,425
20140122SACHOU,0021300627,SAC,HOU,HOU,total, ,240,43,90,8,31,25,40, ,14,41,55,29,21,8,10,9,6,119,-550
20140122DETMIL,0021300628,DET,MIL,DET,total, ,240,36,84,4,15,25,34, ,9,31,40,21,15,11,14,4,7,101,-200
20140122DETMIL,0021300628,DET,MIL,MIL,total, ,240,41,84,8,27,14,22, ,12,33,45,29,24,11,18,7,4,104,170
20140122INDPHX,0021300629,IND,PHX,IND,total, ,240,38,75,5,15,19,28, ,10,29,39,14,28,6,20,4,0,100,-250
20140122INDPHX,0021300629,IND,PHX,PHX,total, ,240,45,83,11,16,23,32, ,7,28,35,15,23,9,9,0,4,124,210
20140122OKCSAS,0021300630,OKC,SAS,OKC,total, ,240,45,83,10,18,11,16, ,11,27,38,21,25,8,15,7,3,111,230
20140122OKCSAS,0021300630,OKC,SAS,SAS,total, ,240,40,75,10,22,15,22, ,8,22,30,25,17,10,17,3,7,105,-270
20140123LALMIA,0021300631,LAL,MIA,LAL,total, ,240,40,88,9,25,13,21, ,13,22,35,21,17,12,11,1,4,102,600
20140123LALMIA,0021300631,LAL,MIA,MIA,total, ,240,45,78,8,20,11,23, ,12,36,48,25,23,7,18,4,1,109,-900
20140123DENPOR,0021300632,DEN,POR,DEN,total, ,240,39,79,10,23,17,20, ,7,28,35,27,30,5,19,6,6,105,250
20140123DENPOR,0021300632,DEN,POR,POR,total, ,240,38,88,4,18,30,34, ,16,24,40,29,21,7,9,6,6,110,-300
20140124LALORL,0021300633,LAL,ORL,LAL,total, ,240,41,90,12,22,11,17, ,7,33,40,28,20,6,11,5,3,105,120
20140124LALORL,0021300633,LAL,ORL,ORL,total, ,240,39,81,9,17,27,34, ,8,43,51,24,20,10,15,3,5,114,-140
20140124TORPHI,0021300634,TOR,PHI,TOR,total, ,240,40,84,8,20,16,22, ,13,40,53,28,22,4,15,6,2,104,-260
20140124TORPHI,0021300634,TOR,PHI,PHI,total, ,240,38,89,6,20,13,16, ,10,32,42,23,18,8,10,2,6,95,220
20140124SASATL,0021300635,SAS,ATL,SAS,total, ,240,41,84,11,18,12,17, ,15,39,54,26,21,7,22,6,6,105,-210
20140124SASATL,0021300635,SAS,ATL,ATL,total, ,240,29,76,2,13,19,27, ,9,27,36,18,17,13,17,6,6,79,180
20140124OKCBOS,0021300636,OKC,BOS,OKC,total, ,240,43,80,5,13,10,13, ,12,33,45,24,18,8,15,2,0,101,125
20140124OKCBOS,0021300636,OKC,BOS,BOS,total, ,240,32,75,5,27,14,19, ,11,21,32,24,12,7,16,0,2,83,-145
20140124DALBKN,0021300637,DAL,BKN,DAL,total, ,240,34,78,10,20,28,33, ,15,28,43,22,21,6,15,0,5,106,110
20140124DALBKN,0021300637,DAL,BKN,BKN,total, ,240,37,73,10,27,23,28, ,5,30,35,24,29,6,15,5,0,107,-130
20140124MILCLE,0021300638,MIL,CLE,MIL,total, ,240,30,74,7,24,11,14, ,8,26,34,20,20,6,15,9,5,78,320
20140124MILCLE,0021300638,MIL,CLE,CLE,total, ,240,37,88,4,14,15,23, ,21,31,52,28,18,9,12,5,9,93,-400
20140124NOPDET,0021300639,NOP,DET,NOP,total, ,240,37,73,7,17,22,24, ,8,27,35,15,25,14,18,8,4,103,140
20140124NOPDET,0021300639,NOP,DET,DET,total, ,240,37,85,6,18,21,28, ,17,27,44,18,21,11,16,4,8,101,-160
20140124CHANYK,0021300640,CHA,NYK,CHA,total, ,240,37,76,10,24,12,14, ,6,25,31,23,11,1,11,3,4,96,155
20140124CHANYK,0021300640,CHA,NYK,NYK,total, ,240,50,90,14,27,11,11, ,12,30,42,23,19,7,4,4,3,125,-175
20140124LACCHI,0021300641,LAC,CHI,LAC,total, ,240,41,76,13,21,17,26, ,10,30,40,26,17,4,7,2,2,112,-135
20140124LACCHI,0021300641,LAC,CHI,CHI,total, ,240,40,93,6,19,9,11, ,20,26,46,27,17,5,8,2,2,95,115
20140124MEMHOU,0021300642,MEM,HOU,MEM,total, ,240,36,78,4,7,12,16, ,11,31,42,21,16,5,15,3,4,88,200
20140124MEMHOU,0021300642,MEM,HOU,HOU,total, ,240,32,79,14,34,9,14, ,7,24,31,21,19,7,13,4,3,87,-240
20140124WASPHX,0021300643,WAS,PHX,WAS,total, ,240,39,86,6,16,17,23, ,19,25,44,22,24,13,17,7,3,101,145
20140124WASPHX,0021300643,WAS,PHX,PHX,total, ,240,34,71,7,22,20,25, ,9,21,30,19,24,8,21,3,7,95,-165
20140124INDSAC,0021300644,IND,SAC,IND,total, ,265,41,95,8,24,26,33, ,14,35,49,25,24,10,12,9,2,116,-900
20140124INDSAC,0021300644,IND,SAC,SAC,total, ,265,39,101,12,32,21,29, ,19,34,53,14,32,3,18,2,9,111,600
20140124MINGSW,0021300645,MIN,GSW,MIN,total, ,240,47,94,9,22,18,28, ,14,30,44,29,18,9,12,3,8,121,150
20140124MINGSW,0021300645,MIN,GSW,GSW,total, ,240,49,89,9,22,13,15, ,9,32,41,31,26,4,14,8,3,120,-170
20140125CHICHA,0021300646,CHI,CHA,CHI,total, ,240,31,77,11,23,16,22, ,4,37,41,24,16,11,13,5,8,89,-125
20140125CHICHA,0021300646,CHI,CHA,CHA,total, ,240,37,88,6,19,7,10, ,11,34,45,24,18,3,15,8,5,87,105
20140125LACTOR,0021300647,LAC,TOR,LAC,total, ,240,46,84,12,22,22,25, ,8,24,32,20,23,10,6,1,1,126,-105
20140125LACTOR,0021300647,LAC,TOR,TOR,total, ,240,36,74,14,29,32,38, ,15,27,42,24,22,4,14,1,1,118,-115
20140125OKCPHI,0021300648,OKC,PHI,OKC,total, ,240,40,76,4,21,19,25, ,9,35,44,23,21,10,20,8,4,103,350
20140125OKCPHI,0021300648,OKC,PHI,PHI,total, ,240,34,90,4,27,19,27, ,19,25,44,22,22,15,15,4,8,91,-450
20140125HOUMEM,0021300649,HOU,MEM,HOU,total, ,240,30,81,9,32,12,17, ,10,28,38,14,15,3,15,5,5,81,-125
20140125HOUMEM,0021300649,HOU,MEM,MEM,total, ,240,41,88,7,19,10,14, ,16,36,52,23,23,8,11,5,5,99,105
20140125ATLMIL,0021300650,ATL,MIL,ATL,total, ,240,40,76,13,26,19,25, ,4,31,35,26,19,10,13,2,5,112,-135
20140125ATLMIL,0021300650,ATL,MIL,MIL,total, ,240,38,82,5,21,6,13, ,13,26,39,23,26,6,19,5,2,87,115
20140125INDDEN,0021300651,IND,DEN,IND,total, ,200,34,74,5,11,13,19, ,5,35,40,19,20,5,12,2,6,86,-130
20140125INDDEN,0021300651,IND,DEN,DEN,total, ,200,36,73,8,17,15,26, ,4,34,38,24,15,5,12,6,2,95,110
20140125WASUTA,0021300652,WAS,UTA,WAS,total, ,240,39,91,7,20,16,18, ,14,33,47,19,18,6,9,3,1,101,110
20140125WASUTA,0021300652,WAS,UTA,UTA,total, ,240,38,81,10,24,18,22, ,8,33,41,17,14,5,11,1,3,104,-130
20140125MINPOR,0021300653,MIN,POR,MIN,total, ,240,38,89,9,22,19,22, ,8,32,40,24,22,5,10,5,5,104,270
20140125MINPOR,0021300653,MIN,POR,POR,total, ,240,46,95,4,16,19,24, ,13,37,50,26,23,7,12,5,5,115,-330
20140126SASMIA,0021300654,SAS,MIA,SAS,total, ,240,38,76,6,22,19,23, ,6,22,28,24,17,8,12,4,5,101,150
20140126SASMIA,0021300654,SAS,MIA,MIA,total, ,240,43,74,8,19,19,20, ,7,30,37,28,22,6,14,5,4,113,-170
20140126LALNYK,0021300655,LAL,NYK,LAL,total, ,240,39,75,11,23,14,18, ,5,30,35,16,20,6,11,3,6,103,200
20140126LALNYK,0021300655,LAL,NYK,NYK,total, ,240,43,90,11,26,13,18, ,16,29,45,21,19,4,11,6,3,110,-240
20140126ORLNOP,0021300656,ORL,NOP,ORL,total, ,240,36,77,3,15,17,19, ,4,28,32,15,24,7,16,2,10,92,220
20140126ORLNOP,0021300656,ORL,NOP,NOP,total, ,240,37,81,5,12,21,27, ,16,32,48,21,26,10,14,10,2,100,-260
20140126PHXCLE,0021300657,PHX,CLE,PHX,total, ,240,34,82,9,27,22,28, ,14,36,50,23,24,6,12,2,3,99,110
20140126PHXCLE,0021300657,PHX,CLE,CLE,total, ,240,34,86,5,16,17,24, ,14,29,43,23,23,6,14,3,2,90,-130
20140126BKNBOS,0021300658,BKN,BOS,BKN,total, ,240,33,84,6,25,13,18, ,10,31,41,20,20,10,11,3,5,85,165
20140126BKNBOS,0021300658,BKN,BOS,BOS,total, ,240,28,74,7,26,16,19, ,12,33,45,17,21,6,16,5,3,79,-190
20140126DETDAL,0021300659,DET,DAL,DET,total, ,240,43,91,4,13,16,28, ,17,24,41,18,21,10,12,0,7,106,240
20140126DETDAL,0021300659,DET,DAL,DAL,total, ,240,43,74,7,21,23,28, ,7,32,39,23,19,6,17,7,0,116,-280
20140126PORGSW,0021300660,POR,GSW,POR,total, ,240,28,83,6,21,26,33, ,12,42,54,16,19,3,14,6,4,88,210
20140126PORGSW,0021300660,POR,GSW,GSW,total, ,240,38,91,10,25,17,21, ,10,41,51,22,21,8,9,4,6,103,-250
20140126DENSAC,0021300661,DEN,SAC,DEN,total, ,240,42,81,10,25,31,40, ,6,31,37,28,25,11,11,5,1,125,-175
20140126DENSAC,0021300661,DEN,SAC,SAC,total, ,240,42,81,4,16,29,34, ,9,32,41,23,31,10,16,1,5,117,155
20140127PHXPHI,0021300662,PHX,PHI,PHX,total, ,240,43,80,9,20,29,35, ,13,29,42,25,25,11,19,12,3,124,180
20140127PHXPHI,0021300662,PHX,PHI,PHI,total, ,240,40,87,8,20,25,26, ,14,23,37,23,27,11,21,3,12,113,-220
20140127TORBKN,0021300663,TOR,BKN,TOR,total, ,240,37,79,9,22,21,26, ,10,33,43,21,18,8,18,3,4,104,160
20140127TORBKN,0021300663,TOR,BKN,BKN,total, ,240,37,77,11,24,18,22, ,5,31,36,22,20,10,17,4,3,103,-180
20140127MINCHI,0021300664,MIN,CHI,MIN,total, ,240,34,73,5,17,22,26, ,5,35,40,20,14,8,14,8,4,95,-200
20140127MINCHI,0021300664,MIN,CHI,CHI,total, ,240,32,85,8,24,14,16, ,11,31,42,20,25,9,13,4,8,86,170
20140127LACMIL,0021300665,LAC,MIL,LAC,total, ,240,43,79,14,28,14,19, ,11,36,47,29,25,9,17,3,3,114,-600
20140127LACMIL,0021300665,LAC,MIL,MIL,total, ,240,34,89,4,22,14,22, ,17,24,41,24,15,6,11,3,3,86,450
20140127ATLOKC,0021300666,ATL,OKC,ATL,total, ,240,43,88,12,25,11,12, ,15,25,40,25,17,8,15,2,10,109,450
20140127ATLOKC,0021300666,ATL,OKC,OKC,total, ,240,43,82,13,25,12,18, ,10,23,33,23,12,8,14,10,2,111,-600
20140127SACUTA,0021300667,SAC,UTA,SAC,total, ,240,37,90,5,22,20,26, ,20,35,55,15,36,3,10,5,3,99,260
20140127SACUTA,0021300667,SAC,UTA,UTA,total, ,240,32,80,7,20,35,53, ,19,35,54,20,23,6,8,3,5,106,-320
20140128NOPCLE,0021300668,NOP,CLE,NOP,total, ,240,39,74,4,13,18,23, ,6,35,41,27,23,7,13,10,2,100,125
20140128NOPCLE,0021300668,NOP,CLE,CLE,total, ,240,33,80,6,15,17,27, ,10,25,35,22,16,10,11,2,10,89,-145
20140128ORLDET,0021300669,ORL,DET,ORL,total, ,240,32,77,8,20,15,25, ,8,32,40,19,17,10,15,2,7,87,250
20140128ORLDET,0021300669,ORL,DET,DET,total, ,240,39,86,6,20,19,28, ,17,39,56,22,20,7,15,7,2,103,-300
20140128BOSNYK,0021300670,BOS,NYK,BOS,total, ,240,32,82,6,22,18,24, ,13,27,40,21,22,8,17,2,7,88,220
20140128BOSNYK,0021300670,BOS,NYK,NYK,total, ,240,44,82,10,20,16,23, ,12,34,46,25,20,9,15,7,2,114,-260
20140128SASHOU,0021300671,SAS,HOU,SAS,total, ,240,35,82,6,23,14,21, ,13,26,39,23,31,6,11,8,4,90,-130
20140128SASHOU,0021300671,SAS,HOU,HOU,total, ,240,33,75,5,18,26,47, ,19,36,55,18,21,5,15,4,8,97,110
20140128MEMPOR,0021300672,MEM,POR,MEM,total, ,240,43,83,6,13,6,10, ,9,37,46,24,20,9,13,2,2,98,175
20140128MEMPOR,0021300672,MEM,POR,POR,total, ,240,30,87,4,24,17,22, ,12,28,40,18,12,4,12,2,2,81,-210
20140128WASGSW,0021300673,WAS,GSW,WAS,total, ,240,34,90,10,22,10,15, ,12,44,56,20,17,10,18,4,6,88,290
20140128WASGSW,0021300673,WAS,GSW,GSW,total, ,240,30,80,7,23,18,23, ,5,42,47,19,16,12,19,6,4,85,-350
20140128INDLAL,0021300674,IND,LAL,IND,total, ,240,42,99,5,21,15,27, ,17,46,63,23,16,7,4,2,4,104,-700
20140128INDLAL,0021300674,IND,LAL,LAL,total, ,240,37,94,5,24,13,16, ,7,43,50,24,18,3,9,4,2,92,500
20140129OKCMIA,0021300675,OKC,MIA,OKC,total, ,240,41,80,16,27,14,19, ,11,23,34,23,16,13,12,2,2,112,155
20140129OKCMIA,0021300675,OKC,MIA,MIA,total, ,240,37,72,3,19,18,22, ,10,27,37,20,15,4,20,2,2,95,-175
20140129ORLTOR,0021300676,ORL,TOR,ORL,total, ,240,28,84,6,19,21,26, ,10,29,39,17,14,10,6,5,3,83,425
20140129ORLTOR,0021300676,ORL,TOR,TOR,total, ,240,37,87,14,31,10,13, ,13,41,54,26,20,5,14,3,5,98,-550
20140129PHIBOS,0021300678,PHI,BOS,PHI,total, ,240,37,86,7,21,14,25, ,7,33,40,26,24,8,10,3,7,95,150
20140129PHIBOS,0021300678,PHI,BOS,BOS,total, ,240,32,87,7,19,23,30, ,18,41,59,20,21,8,17,7,3,94,-170
20140129PHXMIL,0021300679,PHX,MIL,PHX,total, ,240,42,78,12,23,30,32, ,8,28,36,28,29,8,15,4,3,126,330
20140129PHXMIL,0021300679,PHX,MIL,MIL,total, ,240,38,89,7,19,34,36, ,11,25,36,22,25,3,9,3,4,117,-400
20140129NOPMIN,0021300680,NOP,MIN,NOP,total, ,240,29,82,2,21,17,23, ,13,35,48,12,26,4,13,6,3,77,450
20140129NOPMIN,0021300680,NOP,MIN,MIN,total, ,240,33,82,4,20,18,25, ,12,38,50,23,21,3,13,3,6,88,-600
